time,condition,area_bin,frequency
day7,1,2750,0.021304529
day7,1,2850,0.01557558
day7,1,2950,0.010085337
day7,1,3050,0.005490243
day7,1,3150,0.003819299
day7,1,3250,0.002745121
day7,1,3350,0.00173062
day7,1,3450,0.001014501
day7,2,550,0.006129866
day7,2,650,0.006961776
day7,2,750,0.009588861
day7,2,850,0.01243487
day7,2,950,0.024519462
day7,2,1050,0.047112395
day7,2,1150,0.080563948
day7,2,1250,0.105871536
day7,2,1350,0.12018915
day7,2,1450,0.128070406
day7,2,1550,0.122290818
day7,2,1650,0.111125706
day7,2,1750,0.088357634
day7,2,1850,0.061473795
day7,2,1950,0.037654889
day7,2,2050,0.019659355
day7,2,2150,0.007793686
day7,2,2250,0.003984413
day7,2,2350,0.002233022
day7,2,2450,0.001269758
day7,2,2550,0.000744341
day7,2,2650,0.000481632
day7,2,2750,0.000306493
day7,2,2850,0.000306493
day7,2,2950,0.000175139
day7,2,3050,0.000262709
day7,2,3150,0.000262709
day7,2,3250,4.38E-05
day7,2,3350,8.76E-05
day7,2,3450,4.38E-05
day7,3,550,0.013372093
day7,3,650,0.015863787
day7,3,750,0.023671096
day7,3,850,0.030149502
day7,3,950,0.035299003
day7,3,1050,0.044019934
day7,3,1150,0.042026578
day7,3,1250,0.045930233
day7,3,1350,0.04576412
day7,3,1450,0.044269103
day7,3,1550,0.045099668
day7,3,1650,0.042940199
day7,3,1750,0.04244186
day7,3,1850,0.039784053
day7,3,1950,0.040033223
day7,3,2050,0.041860465
day7,3,2150,0.040448505
day7,3,2250,0.040116279
day7,3,2350,0.038039867
day7,3,2450,0.035631229
day7,3,2550,0.036212625
day7,3,2650,0.032641196
day7,3,2750,0.032807309
day7,3,2850,0.033554817
day7,3,2950,0.027740864
day7,3,3050,0.026993355
day7,3,3150,0.022508306
day7,3,3250,0.016943522
day7,3,3350,0.011960133
day7,3,3450,0.011877076
day7,4,550,0.006310367
day7,4,650,0.008370895
day7,4,750,0.010946555
day7,4,850,0.012105602
day7,4,950,0.018158403
day7,4,1050,0.026786864
day7,4,1150,0.037733419
day7,4,1250,0.059497746
day7,4,1350,0.075660013
day7,4,1450,0.096844816
day7,4,1550,0.11030264
day7,4,1650,0.113650998
day7,4,1750,0.108757244
day7,4,1850,0.095041854
day7,4,1950,0.080746941
day7,4,2050,0.057630393
day7,4,2150,0.039021249
day7,4,2250,0.023889247
day7,4,2350,0.009658725
day7,4,2450,0.005022537
day7,4,2550,0.002060528
day7,4,2650,0.000643915
day7,4,2750,0.000193175
day7,4,2850,0.000515132
day7,4,2950,0.000193175
day7,4,3050,0
day7,4,3150,6.44E-05
day7,4,3250,0.000128783
day7,4,3350,6.44E-05
day7,4,3450,0
day7,5,550,0.011067063
day7,5,650,0.020069376
day7,5,750,0.022960026
day7,5,850,0.026676577
day7,5,950,0.026841758
day7,5,1050,0.025850677
day7,5,1150,0.027419888
day7,5,1250,0.026428807
day7,5,1350,0.028741328
day7,5,1450,0.033283779
day7,5,1550,0.03749587
day7,5,1650,0.044928973
day7,5,1750,0.052857615
day7,5,1850,0.056987116
day7,5,1950,0.062768418
day7,5,2050,0.065989428
day7,5,2150,0.065411298
day7,5,2250,0.067888999
day7,5,2350,0.063098778
day7,5,2450,0.055583086
day7,5,2550,0.052527255
day7,5,2650,0.039147671
day7,5,2750,0.026759167
day7,5,2850,0.021886356
day7,5,2950,0.013296994
day7,5,3050,0.008754542
day7,5,3150,0.007102742
day7,5,3250,0.004129501
day7,5,3350,0.002395111
day7,5,3450,0.0016518
day7,6,550,0.011721673
day7,6,650,0.013384321
day7,6,750,0.022528889
day7,6,850,0.026851775
day7,6,950,0.033751767
day7,6,1050,0.041150553
day7,6,1150,0.045889101
day7,6,1250,0.05029512
day7,6,1350,0.051708371
day7,6,1450,0.05919029
day7,6,1550,0.058442098
day7,6,1650,0.054784271
day7,6,1750,0.052622828
day7,6,1850,0.051542107
day7,6,1950,0.04996259
day7,6,2050,0.043311996
day7,6,2150,0.039238507
day7,6,2250,0.033502369
day7,6,2350,0.032089118
day7,6,2450,0.02942888
day7,6,2550,0.028181894
day7,6,2650,0.024690332
day7,6,2750,0.023859007
day7,6,2850,0.022113226
day7,6,2950,0.021448167
day7,6,3050,0.019286724
day7,6,3150,0.016792751
day7,6,3250,0.016044559
day7,6,3350,0.013799983
day7,6,3450,0.012386732
day1,22,550,0.008268734
day1,22,650,0.005943152
day1,22,750,0.011627907
day1,22,850,0.012403101
day1,22,950,0.011111111
day1,22,1050,0.014470284
day1,22,1150,0.01369509
day1,22,1250,0.016795866
day1,22,1350,0.031007752
day1,22,1450,0.047286822
day1,22,1550,0.065633075
day1,22,1650,0.079328165
day1,22,1750,0.091989664
day1,22,1850,0.096124031
day1,22,1950,0.099224806
day1,22,2050,0.083204134
day1,22,2150,0.070801034
day1,22,2250,0.064599483
day1,22,2350,0.055813953
day1,22,2450,0.035400517
day1,22,2550,0.023255814
day1,22,2650,0.019896641
day1,22,2750,0.01369509
day1,22,2850,0.00749354
day1,22,2950,0.005943152
day1,22,3050,0.004134367
day1,22,3150,0.003617571
day1,22,3250,0.004134367
day1,22,3350,0.002325581
day1,22,3450,0.000775194
day1,24,550,0.012028065
day1,24,650,0.012696291
day1,24,750,0.011025727
day1,24,850,0.011025727
day1,24,950,0.009355162
day1,24,1050,0.011025727
day1,24,1150,0.017707985
day1,24,1250,0.016037421
day1,24,1350,0.028733712
day1,24,1450,0.043768794
day1,24,1550,0.056465085
day1,24,1650,0.070831941
day1,24,1750,0.088874039
day1,24,1850,0.086201136
day1,24,1950,0.104577347
day1,24,2050,0.084530571
day1,24,2150,0.072502506
day1,24,2250,0.066822586
day1,24,2350,0.054794521
day1,24,2450,0.035415971
day1,24,2550,0.038088874
day1,24,2650,0.02171734
day1,24,2750,0.015369195
day1,24,2850,0.008686936
day1,24,2950,0.005011694
day1,24,3050,0.00567992
day1,24,3150,0.004343468
day1,24,3250,0.004343468
day1,24,3350,0.001336452
day1,24,3450,0.001002339
day1,26,550,0.007660577
day1,26,650,0.009035553
day1,26,750,0.010803379
day1,26,850,0.008053428
day1,26,950,0.011589079
day1,26,1050,0.012178354
day1,26,1150,0.01512473
day1,26,1250,0.03103516
day1,26,1350,0.03024946
day1,26,1450,0.045963465
day1,26,1550,0.055981143
day1,26,1650,0.066588097
day1,26,1750,0.075230799
day1,26,1850,0.082694952
day1,26,1950,0.080730701
day1,26,2050,0.0768022
day1,26,2150,0.077784325
day1,26,2250,0.065213121
day1,26,2350,0.058927519
day1,26,2450,0.049302691
day1,26,2550,0.033195836
day1,26,2650,0.028285209
day1,26,2750,0.022196032
day1,26,2850,0.01512473
day1,26,2950,0.009231978
day1,26,3050,0.007071302
day1,26,3150,0.006482027
day1,26,3250,0.003142801
day1,26,3350,0.002357101
day1,26,3450,0.001964251
day1,28,550,0.010824742
day1,28,650,0.009793814
day1,28,750,0.012371134
day1,28,850,0.016494845
day1,28,950,0.015721649
day1,28,1050,0.019072165
day1,28,1150,0.017268041
day1,28,1250,0.027061856
day1,28,1350,0.037628866
day1,28,1450,0.044587629
day1,28,1550,0.056443299
day1,28,1650,0.057731959
day1,28,1750,0.063659794
day1,28,1850,0.077061856
day1,28,1950,0.076804124
day1,28,2050,0.082731959
day1,28,2150,0.079123711
day1,28,2250,0.075515464
day1,28,2350,0.06314433
day1,28,2450,0.043298969
day1,28,2550,0.032474227
day1,28,2650,0.027835052
day1,28,2750,0.016752577
day1,28,2850,0.012113402
day1,28,2950,0.008505155
day1,28,3050,0.006701031
day1,28,3150,0.003865979
day1,28,3250,0.002061856
day1,28,3350,0.001546392
day1,28,3450,0.001804124
day1,30,550,0.009306931
day1,30,650,0.014059406
day1,30,750,0.010891089
day1,30,850,0.018217822
day1,30,950,0.021188119
day1,30,1050,0.028712871
day1,30,1150,0.031287129
day1,30,1250,0.051485149
day1,30,1350,0.047722772
day1,30,1450,0.061386139
day1,30,1550,0.064950495
day1,30,1650,0.068712871
day1,30,1750,0.065544554
day1,30,1850,0.076237624
day1,30,1950,0.066732673
day1,30,2050,0.062772277
day1,30,2150,0.061980198
day1,30,2250,0.049108911
day1,30,2350,0.05029703
day1,30,2450,0.033861386
day1,30,2550,0.025940594
day1,30,2650,0.023564356
day1,30,2750,0.016831683
day1,30,2850,0.011485149
day1,30,2950,0.011089109
day1,30,3050,0.004950495
day1,30,3150,0.003960396
day1,30,3250,0.002574257
day1,30,3350,0.003168317
day1,30,3450,0.001980198
day2,22,550,0.009803922
day2,22,650,0.011204482
day2,22,750,0.011826953
day2,22,850,0.012605042
day2,22,950,0.014005602
day2,22,1050,0.015717398
day2,22,1150,0.021164021
day2,22,1250,0.032368503
day2,22,1350,0.046996576
day2,22,1450,0.069561158
day2,22,1550,0.083877996
day2,22,1650,0.098817305
day2,22,1750,0.103641457
day2,22,1850,0.093370682
day2,22,1950,0.087924059
day2,22,2050,0.0708061
day2,22,2150,0.055555556
day2,22,2250,0.04388422
day2,22,2350,0.034235917
day2,22,2450,0.023653906
day2,22,2550,0.01914099
day2,22,2650,0.010893246
day2,22,2750,0.007314037
day2,22,2850,0.007158419
day2,22,2950,0.004201681
day2,22,3050,0.003267974
day2,22,3150,0.001556178
day2,22,3250,0.002645503
day2,22,3350,0.002023031
day2,22,3450,0.000778089
day2,24,550,0.012201886
day2,24,650,0.01571455
day2,24,750,0.013496025
day2,24,850,0.013865779
day2,24,950,0.010537992
day2,24,1050,0.013126271
day2,24,1150,0.020521353
day2,24,1250,0.03457201
day2,24,1350,0.045664633
day2,24,1450,0.06655574
day2,24,1550,0.081900536
day2,24,1650,0.091514143
day2,24,1750,0.088001479
day2,24,1850,0.095581438
day2,24,1950,0.076539101
day2,24,2050,0.072471806
day2,24,2150,0.057311888
day2,24,2250,0.049547051
day2,24,2350,0.038454428
day2,24,2450,0.029025698
day2,24,2550,0.019596968
day2,24,2650,0.017008689
day2,24,2750,0.008319468
day2,24,2850,0.009798484
day2,24,2950,0.00628582
day2,24,3050,0.003512664
day2,24,3150,0.003697541
day2,24,3250,0.002958033
day2,24,3350,0.001109262
day2,24,3450,0.001109262
day2,26,550,0.011287778
day2,26,650,0.012016021
day2,26,750,0.014079379
day2,26,850,0.017235101
day2,26,950,0.015778614
day2,26,1050,0.018448841
day2,26,1150,0.026338148
day2,26,1250,0.040417526
day2,26,1350,0.060565603
day2,26,1450,0.075009103
day2,26,1550,0.088481612
day2,26,1650,0.09794878
day2,26,1750,0.096613667
day2,26,1850,0.086661003
day2,26,1950,0.08168467
day2,26,2050,0.064449569
day2,26,2150,0.055710644
day2,26,2250,0.038232795
day2,26,2350,0.033013715
day2,26,2450,0.019419833
day2,26,2550,0.012380143
day2,26,2650,0.010802282
day2,26,2750,0.005461828
day2,26,2850,0.004369462
day2,26,2950,0.003277097
day2,26,3050,0.002670227
day2,26,3150,0.002912975
day2,26,3250,0.002184731
day2,26,3350,0.001456487
day2,26,3450,0.001092366
day2,28,550,0.01595046
day2,28,650,0.016325765
day2,28,750,0.014636892
day2,28,850,0.018014637
day2,28,950,0.018389942
day2,28,1050,0.016513417
day2,28,1150,0.021580034
day2,28,1250,0.038281103
day2,28,1350,0.041471195
day2,28,1450,0.063989491
day2,28,1550,0.076562207
day2,28,1650,0.091949709
day2,28,1750,0.08594483
day2,28,1850,0.08519422
day2,28,1950,0.086883093
day2,28,2050,0.07074498
day2,28,2150,0.062300619
day2,28,2250,0.050103209
day2,28,2350,0.039219366
day2,28,2450,0.025708388
day2,28,2550,0.015762807
day2,28,2650,0.01519985
day2,28,2750,0.006943141
day2,28,2850,0.006192531
day2,28,2950,0.006004879
day2,28,3050,0.003002439
day2,28,3150,0.001688872
day2,28,3250,0.001876525
day2,28,3350,0.001876525
day2,28,3450,0.001688872
day2,30,550,0.011337392
day2,30,650,0.012807054
day2,30,750,0.015431451
day2,30,850,0.017950871
day2,30,950,0.021310099
day2,30,1050,0.026873819
day2,30,1150,0.039575898
day2,30,1250,0.057316817
day2,30,1350,0.079676674
day2,30,1450,0.088599622
day2,30,1550,0.094373294
day2,30,1650,0.097732522
day2,30,1750,0.087024984
day2,30,1850,0.076422423
day2,30,1950,0.063930296
day2,30,2050,0.051333193
day2,30,2150,0.041780391
day2,30,2250,0.033277346
day2,30,2350,0.02456435
day2,30,2450,0.018580726
day2,30,2550,0.008922948
day2,30,2650,0.008922948
day2,30,2750,0.006613479
day2,30,2850,0.004199034
day2,30,2950,0.002834348
day2,30,3050,0.002729372
day2,30,3150,0.002519421
day2,30,3250,0.001994541
day2,30,3350,0.000734831
day2,30,3450,0.000629855
day3,22,550,0.009769893
day3,22,650,0.009512791
day3,22,750,0.010412649
day3,22,850,0.011183957
day3,22,950,0.013240776
day3,22,1050,0.018254274
day3,22,1150,0.030852295
day3,22,1250,0.055019925
day3,22,1350,0.08690063
day3,22,1450,0.104512148
day3,22,1550,0.119038437
day3,22,1650,0.121738013
day3,22,1750,0.117752925
day3,22,1850,0.086772079
day3,22,1950,0.066332433
day3,22,2050,0.045121481
day3,22,2150,0.03033809
day3,22,2250,0.021468055
day3,22,2350,0.01259802
day3,22,2450,0.007455971
day3,22,2550,0.005656254
day3,22,2650,0.004370742
day3,22,2750,0.002699576
day3,22,2850,0.002571025
day3,22,2950,0.002185371
day3,22,3050,0.00205682
day3,22,3150,0.000385654
day3,22,3250,0.000642756
day3,22,3350,0.000642756
day3,22,3450,0.000514205
day3,24,550,0.012726932
day3,24,650,0.014692121
day3,24,750,0.016750889
day3,24,850,0.021242748
day3,24,950,0.020868426
day3,24,1050,0.022272132
day3,24,1150,0.035841288
day3,24,1250,0.053527981
day3,24,1350,0.069249485
day3,24,1450,0.086561857
day3,24,1550,0.103780648
day3,24,1650,0.105371514
day3,24,1750,0.101534718
day3,24,1850,0.086842598
day3,24,1950,0.071776156
day3,24,2050,0.05100131
day3,24,2150,0.035466966
day3,24,2250,0.028822759
day3,24,2350,0.017312371
day3,24,2450,0.012352611
day3,24,2550,0.008328654
day3,24,2650,0.008141494
day3,24,2750,0.003556055
day3,24,2850,0.003368894
day3,24,2950,0.002994572
day3,24,3050,0.001778027
day3,24,3150,0.001216545
day3,24,3250,0.001029384
day3,24,3350,0.001029384
day3,24,3450,0.000561482
day3,26,550,0.01127018
day3,26,650,0.013859275
day3,26,750,0.013859275
day3,26,850,0.01675297
day3,26,950,0.015839171
day3,26,1050,0.024520256
day3,26,1150,0.035181237
day3,26,1250,0.05010661
day3,26,1350,0.06137679
day3,26,1450,0.082546451
day3,26,1550,0.092902833
day3,26,1650,0.098842522
day3,26,1750,0.101431617
day3,26,1850,0.091532135
day3,26,1950,0.080871154
day3,26,2050,0.059853792
day3,26,2150,0.044928419
day3,26,2250,0.032896741
day3,26,2350,0.024367956
day3,26,2450,0.014163875
day3,26,2550,0.008681084
day3,26,2650,0.008224185
day3,26,2750,0.004721292
day3,26,2850,0.004112093
day3,26,2950,0.001827597
day3,26,3050,0.001827597
day3,26,3150,0.001370698
day3,26,3250,0.001066098
day3,26,3350,0.000913798
day3,26,3450,0.0001523
day3,28,550,0.014096916
day3,28,650,0.017243549
day3,28,750,0.020264317
day3,28,850,0.025802391
day3,28,950,0.035242291
day3,28,1050,0.05248584
day3,28,1150,0.06217747
day3,28,1250,0.079546885
day3,28,1350,0.087602266
day3,28,1450,0.08936438
day3,28,1550,0.093517936
day3,28,1650,0.08722467
day3,28,1750,0.080427942
day3,28,1850,0.067337948
day3,28,1950,0.0562618
day3,28,2050,0.040025173
day3,28,2150,0.030585274
day3,28,2250,0.019634991
day3,28,2350,0.01371932
day3,28,2450,0.009314034
day3,28,2550,0.007048458
day3,28,2650,0.004279421
day3,28,2750,0.002517306
day3,28,2850,0.001510384
day3,28,2950,0.000503461
day3,28,3050,0.000251731
day3,28,3150,0.000755192
day3,28,3250,0.001006923
day3,28,3350,0.000125865
day3,28,3450,0.000125865
day3,30,550,0.013893654
day3,30,650,0.016981132
day3,30,750,0.022298456
day3,30,850,0.020411664
day3,30,950,0.028816467
day3,30,1050,0.041509434
day3,30,1150,0.071183533
day3,30,1250,0.08542024
day3,30,1350,0.096054889
day3,30,1450,0.09948542
day3,30,1550,0.110463122
day3,30,1650,0.092795883
day3,30,1750,0.077701544
day3,30,1850,0.06329331
day3,30,1950,0.048027444
day3,30,2050,0.032761578
day3,30,2150,0.025557461
day3,30,2250,0.014408233
day3,30,2350,0.01457976
day3,30,2450,0.00754717
day3,30,2550,0.004288165
day3,30,2650,0.003945111
day3,30,2750,0.002572899
day3,30,2850,0.001200686
day3,30,2950,0.001886792
day3,30,3050,0.001200686
day3,30,3150,0.000171527
day3,30,3250,0.000686106
day3,30,3350,0.00051458
day3,30,3450,0.000343053
day4,22,550,0.009829182
day4,22,650,0.01097433
day4,22,750,0.015173204
day4,22,850,0.016509209
day4,22,950,0.015650348
day4,22,1050,0.025384102
day4,22,1150,0.035499571
day4,22,1250,0.054776219
day4,22,1350,0.079015173
day4,22,1450,0.096574101
day4,22,1550,0.109457009
day4,22,1650,0.105926138
day4,22,1750,0.098578109
day4,22,1850,0.077202023
day4,22,1950,0.062696822
day4,22,2050,0.05382193
day4,22,2150,0.036740147
day4,22,2250,0.025861246
day4,22,2350,0.017081783
day4,22,2450,0.014696059
day4,22,2550,0.011546903
day4,22,2650,0.007729745
day4,22,2750,0.00543945
day4,22,2850,0.005057735
day4,22,2950,0.002481153
day4,22,3050,0.002099437
day4,22,3150,0.001049718
day4,22,3250,0.001049718
day4,22,3350,0.001240576
day4,22,3450,0.000858861
day4,24,550,0.017139175
day4,24,650,0.021649485
day4,24,750,0.022036082
day4,24,850,0.025128866
day4,24,950,0.027319588
day4,24,1050,0.028221649
day4,24,1150,0.041108247
day4,24,1250,0.059278351
day4,24,1350,0.072164948
day4,24,1450,0.080927835
day4,24,1550,0.087757732
day4,24,1650,0.082731959
day4,24,1750,0.084793814
day4,24,1850,0.066108247
day4,24,1950,0.064690722
day4,24,2050,0.057474227
day4,24,2150,0.042912371
day4,24,2250,0.029123711
day4,24,2350,0.022164948
day4,24,2450,0.019201031
day4,24,2550,0.01443299
day4,24,2650,0.008891753
day4,24,2750,0.006958763
day4,24,2850,0.006572165
day4,24,2950,0.003350515
day4,24,3050,0.00257732
day4,24,3150,0.001675258
day4,24,3250,0.001159794
day4,24,3350,0.00128866
day4,24,3450,0.001159794
day4,26,550,0.016548188
day4,26,650,0.017422212
day4,26,750,0.023482112
day4,26,850,0.027677427
day4,26,950,0.032688498
day4,26,1050,0.042302762
day4,26,1150,0.049935905
day4,26,1250,0.070679408
day4,26,1350,0.080526745
day4,26,1450,0.09684186
day4,26,1550,0.092296935
day4,26,1650,0.086877986
day4,26,1750,0.079536185
day4,26,1850,0.069805384
day4,26,1950,0.058967486
day4,26,2050,0.042827176
day4,26,2150,0.031581401
day4,26,2250,0.02354038
day4,26,2350,0.016548188
day4,26,2450,0.012061531
day4,26,2550,0.008623704
day4,26,2650,0.005418949
day4,26,2750,0.004661461
day4,26,2850,0.003437828
day4,26,2950,0.002097658
day4,26,3050,0.001165365
day4,26,3150,0.000699219
day4,26,3250,0.000874024
day4,26,3350,0.000466146
day4,26,3450,0.000407878
day4,28,550,0.021813224
day4,28,650,0.028902522
day4,28,750,0.029447853
day4,28,850,0.035582822
day4,28,950,0.042944785
day4,28,1050,0.059304703
day4,28,1150,0.070756646
day4,28,1250,0.08275392
day4,28,1350,0.092433538
day4,28,1450,0.095160191
day4,28,1550,0.089843217
day4,28,1650,0.079890934
day4,28,1750,0.066121336
day4,28,1850,0.053169734
day4,28,1950,0.043899114
day4,28,2050,0.0334015
day4,28,2150,0.022494888
day4,28,2250,0.017586912
day4,28,2350,0.011724608
day4,28,2450,0.007225631
day4,28,2550,0.005044308
day4,28,2650,0.003680982
day4,28,2750,0.001363327
day4,28,2850,0.001772324
day4,28,2950,0.001499659
day4,28,3050,0.001090661
day4,28,3150,0.000681663
day4,28,3250,0.000136333
day4,28,3350,0.000272665
day4,28,3450,0
day4,30,550,0.034925336
day4,30,650,0.047019622
day4,30,750,0.041589535
day4,30,850,0.049611255
day4,30,950,0.042700234
day4,30,1050,0.049364433
day4,30,1150,0.057879798
day4,30,1250,0.073923238
day4,30,1350,0.090707146
day4,30,1450,0.091941256
day4,30,1550,0.094039245
day4,30,1650,0.079723559
day4,30,1750,0.065778107
day4,30,1850,0.052202888
day4,30,1950,0.04331729
day4,30,2050,0.030852771
day4,30,2150,0.018388251
day4,30,2250,0.012834753
day4,30,2350,0.00802172
day4,30,2450,0.005183265
day4,30,2550,0.002591633
day4,30,2650,0.002715044
day4,30,2750,0.001234111
day4,30,2850,0.001234111
day4,30,2950,0.000493644
day4,30,3050,0.000370233
day4,30,3150,0.000246822
day4,30,3250,0.000493644
day4,30,3350,0.000246822
day4,30,3450,0.000370233
day5,22,550,0.009580234
day5,22,650,0.012227405
day5,22,750,0.012101349
day5,22,850,0.013109795
day5,22,950,0.018025967
day5,22,1050,0.024959032
day5,22,1150,0.043741334
day5,22,1250,0.068322198
day5,22,1350,0.097188958
day5,22,1450,0.107651582
day5,22,1550,0.110929031
day5,22,1650,0.10034035
day5,22,1750,0.091768562
day5,22,1850,0.073490483
day5,22,1950,0.059120131
day5,22,2050,0.046514559
day5,22,2150,0.029497038
day5,22,2250,0.02205975
day5,22,2350,0.014622463
day5,22,2450,0.012479516
day5,22,2550,0.0088239
day5,22,2650,0.007563343
day5,22,2750,0.004033783
day5,22,2850,0.002773226
day5,22,2950,0.002899281
day5,22,3050,0.001512669
day5,22,3150,0.001386613
day5,22,3250,0.000756334
day5,22,3350,0.00176478
day5,22,3450,0.000756334
day5,24,550,0.011107031
day5,24,650,0.014136222
day5,24,750,0.01560492
day5,24,850,0.022122269
day5,24,950,0.031118047
day5,24,1050,0.049293189
day5,24,1150,0.068110887
day5,24,1250,0.080044061
day5,24,1350,0.105011933
day5,24,1450,0.10014687
day5,24,1550,0.098402791
day5,24,1650,0.084174775
day5,24,1750,0.075178998
day5,24,1850,0.059115109
day5,24,1950,0.04956857
day5,24,2050,0.039563062
day5,24,2150,0.027354507
day5,24,2250,0.022030475
day5,24,2350,0.014319809
day5,24,2450,0.009087571
day5,24,2550,0.007343492
day5,24,2650,0.004314301
day5,24,2750,0.003396365
day5,24,2850,0.002845603
day5,24,2950,0.001835873
day5,24,3050,0.001744079
day5,24,3150,0.000826143
day5,24,3250,0.000734349
day5,24,3350,0.001193317
day5,24,3450,0.000275381
day5,26,550,0.014691479
day5,26,650,0.017985932
day5,26,750,0.021369424
day5,26,850,0.025109073
day5,26,950,0.035437628
day5,26,1050,0.04131422
day5,26,1150,0.060457662
day5,26,1250,0.078621672
day5,26,1350,0.098744546
day5,26,1450,0.103819785
day5,26,1550,0.099813018
day5,26,1650,0.090374855
day5,26,1750,0.073101238
day5,26,1850,0.056807052
day5,26,1950,0.052711246
day5,26,2050,0.037841688
day5,26,2150,0.027067937
day5,26,2250,0.018876324
day5,26,2350,0.013533968
day5,26,2450,0.009883359
day5,26,2550,0.005787552
day5,26,2650,0.006143709
day5,26,2750,0.003739649
day5,26,2850,0.001780785
day5,26,2950,0.001513668
day5,26,3050,0.00115751
day5,26,3150,0.000979432
day5,26,3250,0.000979432
day5,26,3350,0.000178079
day5,26,3450,0.000178079
day5,28,550,0.013180015
day5,28,650,0.01351624
day5,28,750,0.016811243
day5,28,850,0.023401251
day5,28,950,0.024544415
day5,28,1050,0.031470648
day5,28,1150,0.043574743
day5,28,1250,0.059108332
day5,28,1350,0.073566001
day5,28,1450,0.088359895
day5,28,1550,0.087082241
day5,28,1650,0.084997646
day5,28,1750,0.089570305
day5,28,1850,0.080357743
day5,28,1950,0.067379463
day5,28,2050,0.062672315
day5,28,2150,0.047340461
day5,28,2250,0.034765651
day5,28,2350,0.020375227
day5,28,2450,0.015399099
day5,28,2550,0.008338377
day5,28,2650,0.005177863
day5,28,2750,0.003631229
day5,28,2850,0.001950104
day5,28,2950,0.001613879
day5,28,3050,0.00053796
day5,28,3150,0.00067245
day5,28,3250,0.000201735
day5,28,3350,0.00026898
day5,28,3450,0.00013449
day5,30,550,0.011446231
day5,30,650,0.011675156
day5,30,750,0.015223488
day5,30,850,0.01585303
day5,30,950,0.02323585
day5,30,1050,0.031763292
day5,30,1150,0.042579981
day5,30,1250,0.057231157
day5,30,1350,0.070794941
day5,30,1450,0.083385795
