time,area_bin,frequency,condition
20250420,2550,0.039818057,A
20250420,2650,0.035594383,A
20250420,2750,0.023067759,A
20250420,2850,0.0163893,A
20250420,2950,0.013645717,A
20250420,3050,0.009458142,A
20250420,3150,0.007364355,A
20250420,3250,0.005992563,A
20250420,3350,0.004729071,A
20250420,3450,0.003898776,A
20250421,550,0.003242846,A
20250421,650,0.005382455,A
20250421,750,0.008090399,A
20250421,850,0.012770794,A
20250421,950,0.01721717,A
20250421,1050,0.019991976,A
20250421,1150,0.025073549,A
20250421,1250,0.028583846,A
20250421,1350,0.032194437,A
20250421,1450,0.036039048,A
20250421,1550,0.043293661,A
20250421,1650,0.044396898,A
20250421,1750,0.049979941,A
20250421,1850,0.05593073,A
20250421,1950,0.057903183,A
20250421,2050,0.064154854,A
20250421,2150,0.067263974,A
20250421,2250,0.07050682,A
20250421,2350,0.065659267,A
20250421,2450,0.060611126,A
20250421,2550,0.052955336,A
20250421,2650,0.04613533,A
20250421,2750,0.034935812,A
20250421,2850,0.028149238,A
20250421,2950,0.019757957,A
20250421,3050,0.015512169,A
20250421,3150,0.012536775,A
20250421,3250,0.008491575,A
20250421,3350,0.007120888,A
20250421,3450,0.006117946,A
20250422,550,0.001397667,total
20250422,650,0.002187652,total
20250422,750,0.003099174,total
20250422,850,0.004739912,total
20250422,950,0.008446767,total
20250422,1050,0.011424404,total
20250422,1150,0.026434127,total
20250422,1250,0.046366067,total
20250422,1350,0.071827905,total
20250422,1450,0.097897423,total
20250422,1550,0.103366553,total
20250422,1650,0.10506806,total
20250422,1750,0.099052018,total
20250422,1850,0.090058337,total
20250422,1950,0.074137093,total
20250422,2050,0.056757414,total
20250422,2150,0.04788527,total
20250422,2250,0.036764706,total
20250422,2350,0.02698104,total
20250422,2450,0.018291201,total
20250422,2550,0.01671123,total
20250422,2650,0.013855129,total
20250422,2750,0.008385999,total
20250422,2850,0.007839086,total
20250422,2950,0.006259115,total
20250422,3050,0.004071463,total
20250422,3150,0.003889159,total
20250422,3250,0.00352455,total
20250422,3350,0.001579971,total
20250422,3450,0.001701507,total
20250423,550,0.004410838,5PM_#1
20250423,650,0.009451796,5PM_#1
20250423,750,0.016663166,5PM_#1
20250423,850,0.023664496,5PM_#1
20250423,950,0.027235175,5PM_#1
20250423,1050,0.039277463,5PM_#1
20250423,1150,0.063572079,5PM_#1
20250423,1250,0.084856123,5PM_#1
20250423,1350,0.109010712,5PM_#1
20250423,1450,0.111951271,5PM_#1
20250423,1550,0.110551005,5PM_#1
20250423,1650,0.095988238,5PM_#1
20250423,1750,0.080725338,5PM_#1
20250423,1850,0.063292025,5PM_#1
20250423,1950,0.049009312,5PM_#1
20250423,2050,0.033676399,5PM_#1
20250423,2150,0.021774137,5PM_#1
20250423,2250,0.01505286,5PM_#1
20250423,2350,0.010011902,5PM_#1
20250423,2450,0.006861304,5PM_#1
20250423,2550,0.005741091,5PM_#1
20250423,2650,0.004270811,5PM_#1
20250423,2750,0.003360639,5PM_#1
20250423,2850,0.002590492,5PM_#1
20250423,2950,0.002730519,5PM_#1
20250423,3050,0.001610306,5PM_#1
20250423,3150,0.000980186,5PM_#1
20250423,3250,0.00084016,5PM_#1
20250423,3350,0.000350067,5PM_#1
20250423,3450,0.000490093,5PM_#1
20250423,550,0.003012237,5PM_#3
20250423,650,0.00545968,5PM_#3
20250423,750,0.010605585,5PM_#3
20250423,850,0.014370882,5PM_#3
20250423,950,0.020269846,5PM_#3
20250423,1050,0.036711641,5PM_#3
20250423,1150,0.066143709,5PM_#3
20250423,1250,0.095073737,5PM_#3
20250423,1350,0.10844054,5PM_#3
20250423,1450,0.116284907,5PM_#3
20250423,1550,0.114339504,5PM_#3
20250423,1650,0.100156887,5PM_#3
20250423,1750,0.083338563,5PM_#3
20250423,1850,0.067838092,5PM_#3
20250423,1950,0.042422341,5PM_#3
20250423,2050,0.034201443,5PM_#3
20250423,2150,0.020520866,5PM_#3
20250423,2250,0.015688735,5PM_#3
20250423,2350,0.01054283,5PM_#3
20250423,2450,0.006652024,5PM_#3
20250423,2550,0.00558519,5PM_#3
20250423,2650,0.005145905,5PM_#3
20250423,2750,0.003012237,5PM_#3
20250423,2850,0.003012237,5PM_#3
20250423,2950,0.002635708,5PM_#3
20250423,3050,0.002259178,5PM_#3
20250423,3150,0.001694383,5PM_#3
20250423,3250,0.001694383,5PM_#3
20250423,3350,0.001568874,5PM_#3
20250423,3450,0.001317854,5PM_#3
20250423,550,0.004178107,5PM_#4
20250423,650,0.006804345,5PM_#4
20250423,750,0.014205563,5PM_#4
20250423,850,0.018503044,5PM_#4
20250423,950,0.027038319,5PM_#4
20250423,1050,0.042258565,5PM_#4
20250423,1150,0.064163782,5PM_#4
20250423,1250,0.089590546,5PM_#4
20250423,1350,0.110122956,5PM_#4
20250423,1450,0.116390116,5PM_#4
20250423,1550,0.108809836,5PM_#4
20250423,1650,0.090306792,5PM_#4
20250423,1750,0.077533723,5PM_#4
20250423,1850,0.060821296,5PM_#4
20250423,1950,0.046018861,5PM_#4
20250423,2050,0.029843619,5PM_#4
20250423,2150,0.023636147,5PM_#4
20250423,2250,0.016354303,5PM_#4
20250423,2350,0.012235884,5PM_#4
20250423,2450,0.008057777,5PM_#4
20250423,2550,0.007281843,5PM_#4
20250423,2650,0.005013728,5PM_#4
20250423,2750,0.003521547,5PM_#4
20250423,2850,0.003521547,5PM_#4
20250423,2950,0.002566551,5PM_#4
20250423,3050,0.003282798,5PM_#4
20250423,3150,0.002626239,5PM_#4
20250423,3250,0.001969679,5PM_#4
20250423,3350,0.001611555,5PM_#4
20250423,3450,0.00173093,5PM_#4
20250424,550,0.005808235,5PM_#1
20250424,650,0.010164411,5PM_#1
20250424,750,0.015223195,5PM_#1
20250424,850,0.020750386,5PM_#1
20250424,950,0.028432245,5PM_#1
20250424,1050,0.041781816,5PM_#1
20250424,1150,0.058738114,5PM_#1
20250424,1250,0.089652911,5PM_#1
20250424,1350,0.108482833,5PM_#1
20250424,1450,0.119771418,5PM_#1
20250424,1550,0.117101504,5PM_#1
20250424,1650,0.101690946,5PM_#1
20250424,1750,0.081971053,5PM_#1
20250424,1850,0.065530001,5PM_#1
20250424,1950,0.046465877,5PM_#1
20250424,2050,0.032273174,5PM_#1
20250424,2150,0.020469343,5PM_#1
20250424,2250,0.013817977,5PM_#1
20250424,2350,0.008103424,5PM_#1
20250424,2450,0.00388777,5PM_#1
20250424,2550,0.003044639,5PM_#1
20250424,2650,0.001826783,5PM_#1
20250424,2750,0.001498899,5PM_#1
20250424,2850,0.000936812,5PM_#1
20250424,2950,0.00074945,5PM_#1
20250424,3050,0.000562087,5PM_#1
20250424,3150,0.000655768,5PM_#1
20250424,3250,0.000374725,5PM_#1
20250424,3350,0.000140522,5PM_#1
20250424,3450,9.37E-05,5PM_#1
20250424,550,0.011198352,5PM_#3
20250424,650,0.019693654,5PM_#3
20250424,750,0.031878835,5PM_#3
20250424,850,0.043935298,5PM_#3
20250424,950,0.054318445,5PM_#3
20250424,1050,0.068176943,5PM_#3
20250424,1150,0.081906723,5PM_#3
20250424,1250,0.089758442,5PM_#3
20250424,1350,0.100356116,5PM_#3
20250424,1450,0.096365899,5PM_#3
20250424,1550,0.090573647,5PM_#3
20250424,1650,0.074956022,5PM_#3
20250424,1750,0.064100914,5PM_#3
20250424,1850,0.05204445,5PM_#3
20250424,1950,0.034710602,5PM_#3
20250424,2050,0.024541983,5PM_#3
20250424,2150,0.017634187,5PM_#3
20250424,2250,0.013043292,5PM_#3
20250424,2350,0.009567941,5PM_#3
20250424,2450,0.00647874,5PM_#3
20250424,2550,0.004247651,5PM_#3
20250424,2650,0.002831767,5PM_#3
20250424,2750,0.002660145,5PM_#3
20250424,2850,0.001673317,5PM_#3
20250424,2950,0.00115845,5PM_#3
20250424,3050,0.000858111,5PM_#3
20250424,3150,0.000557772,5PM_#3
20250424,3250,0.000429056,5PM_#3
20250424,3350,0.000214528,5PM_#3
20250424,3450,0.000128717,5PM_#3
20250424,550,0.010642738,5PM_#4
20250424,650,0.01769616,5PM_#4
20250424,750,0.03230384,5PM_#4
20250424,850,0.042278798,5PM_#4
20250424,950,0.049833055,5PM_#4
20250424,1050,0.065859766,5PM_#4
20250424,1150,0.07654424,5PM_#4
20250424,1250,0.094115192,5PM_#4
20250424,1350,0.098622705,5PM_#4
20250424,1450,0.095784641,5PM_#4
20250424,1550,0.089774624,5PM_#4
20250424,1650,0.078005008,5PM_#4
20250424,1750,0.066652755,5PM_#4
20250424,1850,0.053005008,5PM_#4
20250424,1950,0.040692821,5PM_#4
20250424,2050,0.029674457,5PM_#4
20250424,2150,0.01869783,5PM_#4
20250424,2250,0.012562604,5PM_#4
20250424,2350,0.007888147,5PM_#4
20250424,2450,0.006260434,5PM_#4
20250424,2550,0.004215359,5PM_#4
20250424,2650,0.002295492,5PM_#4
20250424,2750,0.002045075,5PM_#4
20250424,2850,0.001377295,5PM_#4
20250424,2950,0.001126878,5PM_#4
20250424,3050,0.000751252,5PM_#4
20250424,3150,0.000584307,5PM_#4
20250424,3250,0.00033389,5PM_#4
20250424,3350,0.000250417,5PM_#4
20250424,3450,0.000125209,5PM_#4
20250425,550,0.005773595,5PM_#1
20250425,650,0.007675878,5PM_#1
20250425,750,0.009344547,5PM_#1
20250425,850,0.011947671,5PM_#1
20250425,950,0.016519824,5PM_#1
20250425,1050,0.021859565,5PM_#1
20250425,1150,0.038312642,5PM_#1
20250425,1250,0.064777733,5PM_#1
20250425,1350,0.086670671,5PM_#1
20250425,1450,0.109030837,5PM_#1
20250425,1550,0.115305033,5PM_#1
20250425,1650,0.107662528,5PM_#1
20250425,1750,0.101087972,5PM_#1
20250425,1850,0.091209451,5PM_#1
20250425,1950,0.070351088,5PM_#1
20250425,2050,0.052329462,5PM_#1
20250425,2150,0.036844213,5PM_#1
20250425,2250,0.022727273,5PM_#1
20250425,2350,0.013482846,5PM_#1
20250425,2450,0.007242024,5PM_#1
20250425,2550,0.004672273,5PM_#1
20250425,2650,0.001768789,5PM_#1
20250425,2750,0.001034575,5PM_#1
20250425,2850,0.000800961,5PM_#1
20250425,2950,0.000567347,5PM_#1
20250425,3050,0.00020024,5PM_#1
20250425,3150,0.000467227,5PM_#1
20250425,3250,0.000166867,5PM_#1
20250425,3350,6.67E-05,5PM_#1
20250425,3450,0.00010012,5PM_#1
20250425,550,0.005793055,5PM_#3
20250425,650,0.0084104,5PM_#3
20250425,750,0.012667946,5PM_#3
20250425,850,0.016192637,5PM_#3
20250425,950,0.018286512,5PM_#3
20250425,1050,0.021392427,5PM_#3
20250425,1150,0.030291398,5PM_#3
20250425,1250,0.04100506,5PM_#3
20250425,1350,0.058000349,5PM_#3
20250425,1450,0.068504624,5PM_#3
20250425,1550,0.076217065,5PM_#3
20250425,1650,0.083755017,5PM_#3
20250425,1750,0.085744198,5PM_#3
20250425,1850,0.087349503,5PM_#3
20250425,1950,0.084836852,5PM_#3
20250425,2050,0.071889723,5PM_#3
20250425,2150,0.058768103,5PM_#3
20250425,2250,0.048089339,5PM_#3
20250425,2350,0.036189147,5PM_#3
20250425,2450,0.027988135,5PM_#3
20250425,2550,0.01933345,5PM_#3
20250425,2650,0.013331007,5PM_#3
20250425,2750,0.008689583,5PM_#3
20250425,2850,0.006770197,5PM_#3
20250425,2950,0.003978363,5PM_#3
20250425,3050,0.00268714,5PM_#3
20250425,3150,0.001779794,5PM_#3
20250425,3250,0.001116734,5PM_#3
20250425,3350,0.000453673,5PM_#3
20250425,3450,0.000488571,5PM_#3
20250425,550,0.00596284,5PM_#4
20250425,650,0.010456575,5PM_#4
20250425,750,0.01437419,5PM_#4
20250425,850,0.019155984,5PM_#4
20250425,950,0.021172404,5PM_#4
20250425,1050,0.024917183,5PM_#4
20250425,1150,0.034336742,5PM_#4
20250425,1250,0.045254213,5PM_#4
20250425,1350,0.060002881,5PM_#4
20250425,1450,0.071410053,5PM_#4
20250425,1550,0.084545585,5PM_#4
20250425,1650,0.087080513,5PM_#4
20250425,1750,0.089788276,5PM_#4
20250425,1850,0.084055884,5PM_#4
20250425,1950,0.0759614,5PM_#4
20250425,2050,0.065648855,5PM_#4
20250425,2150,0.05504825,5PM_#4
20250425,2250,0.044130779,5PM_#4
20250425,2350,0.034826444,5PM_#4
20250425,2450,0.024801959,5PM_#4
20250425,2550,0.016966729,5PM_#4
20250425,2650,0.011666427,5PM_#4
20250425,2750,0.00711508,5PM_#4
20250425,2850,0.004695377,5PM_#4
20250425,2950,0.002448509,5PM_#4
20250425,3050,0.001785971,5PM_#4
20250425,3150,0.000921792,5PM_#4
20250425,3250,0.000604926,5PM_#4
20250425,3350,0.000460896,5PM_#4
20250425,3450,0.000403284,5PM_#4
20250426,550,0.010759724,5PM_#1
20250426,650,0.013231552,5PM_#1
20250426,750,0.016648491,5PM_#1
20250426,850,0.020610687,5PM_#1
20250426,950,0.023918575,5PM_#1
20250426,1050,0.03220647,5PM_#1
20250426,1150,0.042748092,5PM_#1
20250426,1250,0.050272628,5PM_#1
20250426,1350,0.064776445,5PM_#1
20250426,1450,0.080916031,5PM_#1
20250426,1550,0.089967285,5PM_#1
20250426,1650,0.092511814,5PM_#1
20250426,1750,0.093166121,5PM_#1
20250426,1850,0.087168302,5PM_#1
20250426,1950,0.077935296,5PM_#1
20250426,2050,0.062086514,5PM_#1
20250426,2150,0.048564158,5PM_#1
20250426,2250,0.035696111,5PM_#1
20250426,2350,0.023082515,5PM_#1
20250426,2450,0.013486005,5PM_#1
20250426,2550,0.008287895,5PM_#1
20250426,2650,0.004616503,5PM_#1
20250426,2750,0.003017085,5PM_#1
20250426,2850,0.001417666,5PM_#1
20250426,2950,0.001017812,5PM_#1
20250426,3050,0.000690658,5PM_#1
20250426,3150,0.000399855,5PM_#1
20250426,3250,0.000254453,5PM_#1
20250426,3350,0.000363504,5PM_#1
20250426,3450,0.000181752,5PM_#1
20250426,550,0.005649024,5PM_#3
20250426,650,0.010397478,5PM_#3
20250426,750,0.01322199,5PM_#3
20250426,850,0.01760203,5PM_#3
20250426,950,0.022023005,5PM_#3
20250426,1050,0.025256867,5PM_#3
20250426,1150,0.030578411,5PM_#3
20250426,1250,0.033034508,5PM_#3
20250426,1350,0.043841336,5PM_#3
20250426,1450,0.053338246,5PM_#3
20250426,1550,0.061934586,5PM_#3
20250426,1650,0.076916779,5PM_#3
20250426,1750,0.081460559,5PM_#3
20250426,1850,0.082238323,5PM_#3
20250426,1950,0.077039584,5PM_#3
20250426,2050,0.073641983,5PM_#3
20250426,2150,0.063817594,5PM_#3
20250426,2250,0.053092636,5PM_#3
20250426,2350,0.043145442,5PM_#3
20250426,2450,0.034917516,5PM_#3
20250426,2550,0.02685333,5PM_#3
20250426,2650,0.020099063,5PM_#3
20250426,2750,0.014531909,5PM_#3
20250426,2850,0.011502722,5PM_#3
20250426,2950,0.007204552,5PM_#3
20250426,3050,0.006385853,5PM_#3
20250426,3150,0.00454378,5PM_#3
20250426,3250,0.002087683,5PM_#3
20250426,3350,0.002128618,5PM_#3
20250426,3450,0.001514593,5PM_#3
20250426,550,0.004751346,5PM_#4
20250426,650,0.006810263,5PM_#4
20250426,750,0.009766656,5PM_#4
20250426,850,0.012511878,5PM_#4
20250426,950,0.016101784,5PM_#4
20250426,1050,0.019902861,5PM_#4
20250426,1150,0.020905923,5PM_#4
20250426,1250,0.025498891,5PM_#4
20250426,1350,0.03241474,5PM_#4
20250426,1450,0.040228065,5PM_#4
20250426,1550,0.050522648,5PM_#4
20250426,1650,0.066413262,5PM_#4
20250426,1750,0.077341358,5PM_#4
20250426,1850,0.074226586,5PM_#4
20250426,1950,0.079769824,5PM_#4
20250426,2050,0.080456129,5PM_#4
20250426,2150,0.071956499,5PM_#4
20250426,2250,0.065093443,5PM_#4
20250426,2350,0.054957238,5PM_#4
20250426,2450,0.047249498,5PM_#4
20250426,2550,0.038802661,5PM_#4
20250426,2650,0.030619787,5PM_#4
20250426,2750,0.022067364,5PM_#4
20250426,2850,0.015257101,5PM_#4
20250426,2950,0.011825573,5PM_#4
20250426,3050,0.009344314,5PM_#4
20250426,3150,0.006123957,5PM_#4
20250426,3250,0.004276212,5PM_#4
20250426,3350,0.003009186,5PM_#4
20250426,3450,0.001794953,5PM_#4
20250427,550,0.003903768,5PM_#1
20250427,650,0.004811621,5PM_#1
20250427,750,0.006627326,5PM_#1
20250427,850,0.008170676,5PM_#1
20250427,950,0.009623241,5PM_#1
20250427,1050,0.013345438,5PM_#1
20250427,1150,0.016749887,5PM_#1
20250427,1250,0.020880617,5PM_#1
20250427,1350,0.023740354,5PM_#1
20250427,1450,0.030776214,5PM_#1
20250427,1550,0.037176577,5PM_#1
20250427,1650,0.046935996,5PM_#1
20250427,1750,0.05197458,5PM_#1
20250427,1850,0.064049024,5PM_#1
20250427,1950,0.07135724,5PM_#1
20250427,2050,0.080299591,5PM_#1
20250427,2150,0.082342261,5PM_#1
20250427,2250,0.083340899,5PM_#1
20250427,2350,0.074126192,5PM_#1
20250427,2450,0.067317295,5PM_#1
20250427,2550,0.056967771,5PM_#1
20250427,2650,0.047389923,5PM_#1
20250427,2750,0.033681344,5PM_#1
20250427,2850,0.023649569,5PM_#1
20250427,2950,0.016205175,5PM_#1
20250427,3050,0.009577848,5PM_#1
20250427,3150,0.006718112,5PM_#1
20250427,3250,0.003994553,5PM_#1
20250427,3350,0.002496596,5PM_#1
20250427,3450,0.001770313,5PM_#1
20250427,550,0.005806477,5PM_#3
20250427,650,0.007014536,5PM_#3
20250427,750,0.008495382,5PM_#3
20250427,850,0.011885741,5PM_#3
20250427,950,0.014301859,5PM_#3
20250427,1050,0.017068703,5PM_#3
20250427,1150,0.020887728,5PM_#3
20250427,1250,0.024940571,5PM_#3
20250427,1350,0.027746386,5PM_#3
20250427,1450,0.032929348,5PM_#3
20250427,1550,0.036787343,5PM_#3
20250427,1650,0.044191575,5PM_#3
20250427,1750,0.049491446,5PM_#3
20250427,1850,0.059818401,5PM_#3
20250427,1950,0.065469,5PM_#3
20250427,2050,0.069560812,5PM_#3
20250427,2150,0.072288687,5PM_#3
20250427,2250,0.070067417,5PM_#3
20250427,2350,0.065819726,5PM_#3
20250427,2450,0.054635439,5PM_#3
20250427,2550,0.04910175,5PM_#3
20250427,2650,0.040567398,5PM_#3
20250427,2750,0.03378668,5PM_#3
20250427,2850,0.028252991,5PM_#3
20250427,2950,0.023031059,5PM_#3
20250427,3050,0.020653911,5PM_#3
20250427,3150,0.015431978,5PM_#3
20250427,3250,0.011573984,5PM_#3
20250427,3350,0.009586532,5PM_#3
20250427,3450,0.008807139,5PM_#3
20250427,550,0.004471924,5PM_#4
20250427,650,0.004744128,5PM_#4
20250427,750,0.007543942,5PM_#4
20250427,850,0.008982734,5PM_#4
20250427,950,0.01186032,5PM_#4
20250427,1050,0.013687976,5PM_#4
20250427,1150,0.016448903,5PM_#4
20250427,1250,0.01889874,5PM_#4
20250427,1350,0.023448437,5PM_#4
20250427,1450,0.029242495,5PM_#4
20250427,1550,0.032936693,5PM_#4
20250427,1650,0.041958314,5PM_#4
20250427,1750,0.051329911,5PM_#4
20250427,1850,0.059262716,5PM_#4
20250427,1950,0.061712552,5PM_#4
20250427,2050,0.065484523,5PM_#4
20250427,2150,0.066456681,5PM_#4
20250427,2250,0.061245917,5PM_#4
20250427,2350,0.059690465,5PM_#4
20250427,2450,0.052652045,5PM_#4
20250427,2550,0.051563229,5PM_#4
20250427,2650,0.044369264,5PM_#4
20250427,2750,0.043241562,5PM_#4
20250427,2850,0.037253072,5PM_#4
20250427,2950,0.035230985,5PM_#4
20250427,3050,0.026637113,5PM_#4
20250427,3150,0.024537253,5PM_#4
20250427,3250,0.018820967,5PM_#4
20250427,3350,0.014582361,5PM_#4
20250427,3450,0.011704775,5PM_#4
20250428,550,0.00482616,9AM_#1
20250428,650,0.006500542,9AM_#1
20250428,750,0.007189993,9AM_#1
20250428,850,0.009455333,9AM_#1
20250428,950,0.009947799,9AM_#1
20250428,1050,0.015512656,9AM_#1
20250428,1150,0.01546341,9AM_#1
20250428,1250,0.017531764,9AM_#1
20250428,1350,0.021569979,9AM_#1
20250428,1450,0.024475524,9AM_#1
20250428,1550,0.026790111,9AM_#1
20250428,1650,0.031419285,9AM_#1
20250428,1750,0.035802226,9AM_#1
20250428,1850,0.038461538,9AM_#1
20250428,1950,0.045750025,9AM_#1
20250428,2050,0.05220132,9AM_#1
20250428,2150,0.056535014,9AM_#1
20250428,2250,0.060819462,9AM_#1
20250428,2350,0.069683837,9AM_#1
20250428,2450,0.069733084,9AM_#1
20250428,2550,0.070767261,9AM_#1
20250428,2650,0.06766473,9AM_#1
20250428,2750,0.061607407,9AM_#1
20250428,2850,0.054959125,9AM_#1
20250428,2950,0.045011327,9AM_#1
20250428,3050,0.030877573,9AM_#1
20250428,3150,0.0212745,9AM_#1
20250428,3250,0.014429233,9AM_#1
20250428,3350,0.007928691,9AM_#1
20250428,3450,0.00581109,9AM_#1
20250428,550,0.006737497,9AM_#3
20250428,650,0.008995669,9AM_#3
20250428,750,0.011920187,9AM_#3
20250428,850,0.014844704,9AM_#3
20250428,950,0.017065857,9AM_#3
20250428,1050,0.017510088,9AM_#3
20250428,1150,0.020286529,9AM_#3
20250428,1250,0.022026432,9AM_#3
20250428,1350,0.026505756,9AM_#3
20250428,1450,0.031170177,9AM_#3
20250428,1550,0.036426906,9AM_#3
20250428,1650,0.043682671,9AM_#3
20250428,1750,0.049753822,9AM_#3
20250428,1850,0.058638433,9AM_#3
20250428,1950,0.064783623,9AM_#3
20250428,2050,0.068633621,9AM_#3
20250428,2150,0.0724466,9AM_#3
20250428,2250,0.065412949,9AM_#3
20250428,2350,0.060859586,9AM_#3
20250428,2450,0.053011513,9AM_#3
20250428,2550,0.047717766,9AM_#3
20250428,2650,0.040091808,9AM_#3
20250428,2750,0.034724022,9AM_#3
20250428,2850,0.029430274,9AM_#3
20250428,2950,0.024580757,9AM_#3
20250428,3050,0.020952875,9AM_#3
20250428,3150,0.017584126,9AM_#3
20250428,3250,0.014363455,9AM_#3
20250428,3350,0.011142783,9AM_#3
20250428,3450,0.008699515,9AM_#3
20250428,550,0.006384164,9AM_#4
20250428,650,0.00998329,9AM_#4
20250428,750,0.012382707,9AM_#4
20250428,850,0.01812417,9AM_#4
20250428,950,0.021894683,9AM_#4
20250428,1050,0.021680449,9AM_#4
20250428,1150,0.022880158,9AM_#4
20250428,1250,0.021251982,9AM_#4
20250428,1350,0.022023223,9AM_#4
20250428,1450,0.020694974,9AM_#4
20250428,1550,0.025793736,9AM_#4
20250428,1650,0.029350015,9AM_#4
20250428,1750,0.03256352,9AM_#4
20250428,1850,0.036291186,9AM_#4
20250428,1950,0.041304255,9AM_#4
20250428,2050,0.04648871,9AM_#4
20250428,2150,0.051416085,9AM_#4
20250428,2250,0.05437251,9AM_#4
20250428,2350,0.053944042,9AM_#4
20250428,2450,0.053644115,9AM_#4
20250428,2550,0.054201123,9AM_#4
20250428,2650,0.05068769,9AM_#4
20250428,2750,0.049402288,9AM_#4
20250428,2850,0.047474185,9AM_#4
20250428,2950,0.043832212,9AM_#4
20250428,3050,0.037319508,9AM_#4
20250428,3150,0.036419727,9AM_#4
20250428,3250,0.030549724,9AM_#4
20250428,3350,0.026822058,9AM_#4
20250428,3450,0.020823514,9AM_#4
